#;Space;Channel;Mean;Median;Min;Max;Std
1233;LCH;Chroma;50,49;51,21;2,06;88,03;21,41
1233;LCH;Hue;59,78;58,04;15,82;117,9;15,99
1234;RGB;Red;100,36;93;0;255;67,56
1234;RGB;Green;78,35;66;0;255;60,31
1234;RGB;Blue;44,74;32;0;255;48,08
1234;HSV;Hue;71,48;36,18;0;358,85;88,35
1234;HSV;Saturation;58,3;63,16;0;100;22,28
1234;HSV;Value;40,41;37,65;0,39;100;26,6
1234;Lab;Lightness;33,89;30,68;0,06;100;24,7
1234;Lab;Green-Red;5,74;5,92;-38,77;32,16;6,12
1234;Lab;Blue-Yellow;21,65;22,43;-38,57;88,85;20,09
1234;LCH;Lightness;33,89;30,68;0,06;100;24,7
1234;LCH;Chroma;24,94;25,07;0;90,7;17,91
1234;LCH;Hue;105,18;75,95;0;360;82,52
1235;RGB;Red;124,29;112;13;255;49
1235;RGB;Green;51,05;42;0;255;29,7
1235;RGB;Blue;5,48;3;0;238;9,31
1235;HSV;Hue;22;22,14;0;359,23;9,24
1235;HSV;Saturation;96,22;97,63;6,67;100;4,72
1235;HSV;Value;48,74;43,92;5,1;100;19,22
1235;Lab;Lightness;30,68;27,09;1,1;99,59;14,32
1235;Lab;Green-Red;29,33;28,18;-23,01;56,1;7,31
1235;Lab;Blue-Yellow;38,58;36,9;-0,04;92,78;13,6
1235;LCH;Lightness;30,68;27,09;1,1;99,59;14,32
1235;LCH;Chroma;48,76;46,69;3,29;95,27;14,48
1235;LCH;Hue;51,46;52,17;5,86;359,69;6,82
1236;RGB;Red;109,79;102;0;255;63,38
1236;RGB;Green;55,07;49;0;255;37,05
1236;RGB;Blue;27,28;21;0;255;21,69
1236;HSV;Hue;29,66;20,18;0;359,36;57,92
1236;HSV;Saturation;75;76,38;0;100;12,24
1236;HSV;Value;43,11;40,39;0,39;100;24,85
1236;Lab;Lightness;29,03;27,12;0,02;100;18,58
1236;Lab;Green-Red;21,25;20,96;-19,35;51,35;10,1
1236;Lab;Blue-Yellow;26,21;27,67;-46,89;66,62;15,02
1236;LCH;Lightness;29,03;27,12;0,02;100;18,58
1236;LCH;Chroma;34,13;34,92;0;71,52;17,37
1236;LCH;Hue;52,39;50,92;0,02;359,91;36,78
1237;RGB;Red;99,97;100;0;255;67,11
1237;RGB;Green;51,81;44;0;255;47,18
1237;RGB;Blue;16,87;7;0;240;24,26
1237;HSV;Hue;34,88;23,76;0;359,06;67,37
1237;HSV;Saturation;85,05;89,36;0;100;16,69
1237;HSV;Value;39,21;39,22;0;100;26,31
1237;Lab;Lightness;26,6;25,39;0;99,64;21,5
1237;Lab;Green-Red;17,88;21,02;-20,44;39,74;8,61
1237;Lab;Blue-Yellow;27,2;30,22;-8,69;77,95;18,9
1237;LCH;Lightness;26,6;25,39;0;99,64;21,5
1237;LCH;Chroma;33,29;37,88;0;82,74;19,55
1237;LCH;Hue;52,99;54,28;0;359,93;40,89
1238;RGB;Red;114,82;109;0;255;65,55
1238;RGB;Green;56,2;44;0;255;47,85
1238;RGB;Blue;18,58;13;0;255;17,98
1238;HSV;Hue;27,67;19,55;0;359,31;48,42
1238;HSV;Saturation;84,67;86,11;0;100;12,73
1238;HSV;Value;45,08;42,75;0;100;25,67
1238;Lab;Lightness;30,05;27,05;0;99,14;21,04
1238;Lab;Green-Red;22,44;25,36;-22,95;42,04;10,1
1238;Lab;Blue-Yellow;31,16;30,87;-9,43;85,93;19,33
1238;LCH;Lightness;30,05;27,05;0;99,14;21,04
1238;LCH;Chroma;39,49;41,03;0;87,51;19,76
1238;LCH;Hue;53,86;49,92;0;359,99;37,92
1239;RGB;Red;77,67;58;0;255;59,14
1239;RGB;Green;42,89;24;0;255;50,62
1239;RGB;Blue;18,94;6;0;255;31,12
1239;HSV;Hue;29,26;20;0;358,7;53,79
1239;HSV;Saturation;82,25;88;0;100;17,61
1239;HSV;Value;30,54;23,14;0;100;23,19
1239;Lab;Lightness;20,8;13,23;0;100;21,27
1239;Lab;Green-Red;13,19;13,6;-14,83;37,65;7,21
1239;Lab;Blue-Yellow;19,14;15,36;-35,94;70,79;15,45
1239;LCH;Lightness;20,8;13,23;0;100;21,27
1239;LCH;Chroma;24,41;21,83;0;70,85;15,34
1239;LCH;Hue;51,92;47,14;0;359,99;39,11
1240;RGB;Red;68,04;38;0;255;65,95
1240;RGB;Green;48,57;21;0;255;55,93
1240;RGB;Blue;29,12;7;0;255;42,25
1240;HSV;Hue;43,32;28,42;0;358,12;66,93
1240;HSV;Saturation;72,63;75,86;0;100;19,5
1240;HSV;Value;26,71;14,9;0;100;25,84
1240;Lab;Lightness;20,99;8,52;0;100;24,05
1240;Lab;Green-Red;5,42;5,29;-10,21;19,96;3,48
1240;Lab;Blue-Yellow;13,47;10,06;-5,21;54,72;11,42
1240;LCH;Lightness;20,99;8,52;0;100;24,05
1240;LCH;Chroma;14,88;12,17;0;54,75;11,48
1240;LCH;Hue;74,92;64,88;0;359,78;59,52
1241;RGB;Red;71,67;51;0;255;60,36
1241;RGB;Green;49,13;32;0;255;49,93
1241;RGB;Blue;27,6;10;0;255;38,7
1241;HSV;Hue;36,62;26,25;0;358,33;49,77
1241;HSV;Saturation;76,14;80,43;0;100;19,82
1241;HSV;Value;29,5;21,57;0;100;23,9
1241;Lab;Lightness;21,96;14,64;0;100;21,43
1241;Lab;Green-Red;7,73;8,42;-24,11;34,91;6,27
1241;Lab;Blue-Yellow;15,62;13,54;-49,61;72,31;15,2
1241;LCH;Lightness;21,96;14,64;0;100;21,43
1241;LCH;Chroma;19,69;17,66;0;72,47;13,65
1241;LCH;Hue;66,34;58,82;0;359,91;46,27
1242;RGB;Red;47,48;32;0;255;49,42
1242;RGB;Green;33,62;19;0;255;40,04
1242;RGB;Blue;24,42;12;0;255;32,82
1242;HSV;Hue;53,83;23,48;0;357,86;85,19
1242;HSV;Saturation;56,33;60;0;100;20,54
1242;HSV;Value;19,22;12,55;0;100;20,09
1242;Lab;Lightness;14,33;7,44;0;100;17,57
1242;Lab;Green-Red;4,89;3,36;-21,23;38,81;5,43
1242;Lab;Blue-Yellow;7,37;3,85;-42,78;71,82;11,15
1242;LCH;Lightness;14,33;7,44;0;100;17,57
1242;LCH;Chroma;10,42;6,25;0;72,07;11,11
1242;LCH;Hue;84,32;56,64;0;359,96;81,92
1243;RGB;Red;84,1;67;0;255;62,37
1243;RGB;Green;48,1;30;0;255;52,66
1243;RGB;Blue;22,05;4;0;255;45,84
1243;HSV;Hue;35,26;22,98;0;358,82;58,72
1243;HSV;Saturation;81,84;92,31;0;100;25,57
1243;HSV;Value;33,12;26,67;0;100;24,61
1243;Lab;Lightness;23,31;16,49;0;100;22,26
1243;Lab;Green-Red;13,75;12,98;-24,94;51,35;10,31
1243;Lab;Blue-Yellow;20,04;16,13;-25,69;93,32;18,4
1243;LCH;Lightness;23,31;16,49;0;100;22,26
1243;LCH;Chroma;25,39;21,1;0;95,85;19,77
1243;LCH;Hue;61,81;52,69;0;359,99;54,28
1244;RGB;Red;89,65;72;3;255;77,7
1244;RGB;Green;64,87;38;0;255;69,78
1244;RGB;Blue;30,33;14;0;255;42,63
1244;HSV;Hue;113,08;38,64;0;358,29;126,08
1244;HSV;Saturation;65,42;66,67;0;100;19,52
1244;HSV;Value;35,33;28,24;2,35;100;30,3
1244;Lab;Lightness;28,15;19,2;0,59;100;28,53
1244;Lab;Green-Red;6,9;7,06;-20,08;27,37;6,38
1244;Lab;Blue-Yellow;22,23;19,98;-4,38;80,07;21,72
1244;LCH;Lightness;28,15;19,2;0,59;100;28,53
1244;LCH;Chroma;25,23;23,78;0;80,22;20,44
1244;LCH;Hue;130,21;74,94;0,02;359,93;115,94
1245;RGB;Red;99,55;84;0;255;68
1245;RGB;Green;40,17;25;0;255;47,92
1245;RGB;Blue;4,28;2;0;95;5,71
1245;HSV;Hue;29,17;16,5;0;359,24;64,78
1245;HSV;Saturation;95,71;97,45;0;100;5,43
1245;HSV;Value;39,04;32,94;0,39;100;26,67
1245;Lab;Lightness;23,83;18,3;0,06;97,47;21,4
1245;Lab;Green-Red;23,58;25,36;-27,61;49,43;12,83
1245;Lab;Blue-Yellow;29,14;25,6;-7,57;94,48;22,62
1245;LCH;Lightness;23,83;18,3;0,06;97,47;21,4
1245;LCH;Chroma;38,98;36,8;0;97,14;23,7
1245;LCH;Hue;44,35;44,55;0,04;359,93;29
1246;RGB;Red;135,74;141;5;255;67,92
1246;RGB;Green;76,28;73;0;255;48,52
1246;RGB;Blue;32,69;27;0;200;26,87
1246;HSV;Hue;24,35;24,71;0;358,82;19,3
1246;HSV;Saturation;77,4;78,12;7,41;100;12,38
1246;HSV;Value;53,23;55,29;1,96;100;26,63
1246;Lab;Lightness;37,89;38,88;0,51;98,72;21,62
1246;Lab;Green-Red;21,18;23,26;-18,61;44,57;8,16
1246;Lab;Blue-Yellow;34,06;37,92;-5,4;70,11;16,31
1246;LCH;Lightness;37,89;38,88;0,51;98,72;21,62
1246;LCH;Chroma;40,59;45,15;1,04;75,97;17,14
1246;LCH;Hue;55,14;57,41;0,1;359,73;12,9
1247;RGB;Red;143,84;126;8;255;69,31
1247;RGB;Green;78,43;58;0;255;57,37
1247;RGB;Blue;6,79;3;0;170;13,6
1247;HSV;Hue;28,42;26,86;0;359,33;12,32
1247;HSV;Saturation;96;97,83;33,33;100;5,75
1247;HSV;Value;56,41;49,41;3,14;100;27,18
1247;Lab;Lightness;39,45;32,74;0,54;98,13;23,29
1247;Lab;Green-Red;23;24,29;-25,67;51,53;8,84
1247;Lab;Blue-Yellow;45,67;42,34;-2,71;89,02;20,84
1247;LCH;Lightness;39,45;32,74;0,54;98,13;23,29
1247;LCH;Chroma;52,3;49,96;1,39;90,05;19,8
1247;LCH;Hue;59,44;57,96;1,62;359,93;12,44
1248;RGB;Red;109,34;93;0;255;80,82
1248;RGB;Green;99,12;72;0;255;82,86
1248;RGB;Blue;39,25;13;0;255;62,62
1248;HSV;Hue;61,1;49,88;0;355;33,38
1248;HSV;Saturation;73,89;80,3;0;100;24,26
1248;HSV;Value;43,6;36,47;0;100;32,16
1248;Lab;Lightness;40,02;31,78;0;100;32,28
1248;Lab;Green-Red;-2,29;-1,19;-33,59;15,69;7,32
1248;Lab;Blue-Yellow;31,38;30,08;-5,55;88,56;22,94
1248;LCH;Lightness;40,02;31,78;0;100;32,28
1248;LCH;Chroma;32,2;30,66;0;94,57;23,08
1248;LCH;Hue;100,85;93,38;0;359,56;27,61
1249;RGB;Red;125,39;109;0;255;77,89
1249;RGB;Green;79,1;57;0;255;67,14
1249;RGB;Blue;9,52;4;0;170;15,83
1249;HSV;Hue;31,74;30;0;358,82;17,38
1249;HSV;Saturation;93,05;95,1;0;100;7,49
1249;HSV;Value;49,19;42,75;0;100;30,57
1249;Lab;Lightness;36,55;29,82;0;98,25;27,33
1249;Lab;Green-Red;14,29;16,02;-26,99;41,33;10,62
1249;Lab;Blue-Yellow;40,29;37,69;-2,84;94,41;25,3
1249;LCH;Lightness;36,55;29,82;0;98,25;27,33
1249;LCH;Chroma;44,21;42,43;0;96,91;25,02
1249;LCH;Hue;63,49;62,92;0;359,91;17,45
1250;RGB;Red;40,85;27;0;255;41,53
1250;RGB;Green;35,57;21;0;255;41,5
1250;RGB;Blue;32,28;16;0;255;41,04
1250;HSV;Hue;83,9;32;0;359,12;103,15
1250;HSV;Saturation;38,79;38,71;0;100;21,82
1250;HSV;Value;16,66;10,98;0;100;16,86
1250;Lab;Lightness;14,11;7,36;0;100;17,34
1250;Lab;Green-Red;1,59;1,63;-16,72;48,85;3,17
1250;Lab;Blue-Yellow;2,53;2,86;-71,49;53,42;4,59
1250;LCH;Lightness;14,11;7,36;0;100;17,34
1250;LCH;Chroma;4,99;4,26;0;86,58;3,89
1250;LCH;Hue;113,65;73,14;0;359,99;98,74
1251;RGB;Red;148,77;148;14;255;60,76
1251;RGB;Green;106,73;94;2;255;62,56
1251;RGB;Blue;81,93;64;0;255;60,38
1251;HSV;Hue;37,02;21,08;0;359,1;68,14
1251;HSV;Saturation;50,69;53,57;0;100;18,33
1251;HSV;Value;58,5;58,04;5,49;100;23,92
1251;Lab;Lightness;47,95;45,12;1,51;100;24,08
1251;Lab;Green-Red;14,47;15,56;-12,43;33,31;5,99
1251;Lab;Blue-Yellow;20,79;21,07;-42,76;64,01;11,83
1251;LCH;Lightness;47,95;45,12;1,51;100;24,08
1251;LCH;Chroma;26,67;27,35;0;64,02;10,28
1251;LCH;Hue;61,36;52,91;0,01;359,97;45,56
1252;RGB;Red;73,67;39;0;255;75,72
1252;RGB;Green;33,93;9;0;255;52,11
1252;RGB;Blue;6,18;1;0;255;17,4
1252;HSV;Hue;21,79;16,67;0;358,89;16,73
1252;HSV;Saturation;94,04;98,55;0;100;12,4
1252;HSV;Value;28,89;15,29;0;100;29,69
1252;Lab;Lightness;18,03;5,86;0;100;23,5
1252;Lab;Green-Red;14,66;10,11;-14,41;48,04;13,43
1252;Lab;Blue-Yellow;20,71;8,73;-1,91;78,77;22,83
1252;LCH;Lightness;18,03;5,86;0;100;23,5
1252;LCH;Chroma;26,52;16,28;0;79,58;25,35
1252;LCH;Hue;51,96;45,42;0;359,52;23,19
1253;RGB;Red;123,12;116;3;255;86,8
1253;RGB;Green;77,53;65;0;255;60,58
1253;RGB;Blue;32,5;23;0;255;29,43
1253;HSV;Hue;30,78;28,12;0;358,64;23,75
1253;HSV;Saturation;74,17;75,21;0;100;14,54
1253;HSV;Value;48,34;45,88;1,57;100;34,01
1253;Lab;Lightness;35,88;33,1;0,51;99,98;27,33
1253;Lab;Green-Red;14,3;16,84;-14,16;38,54;10,01
1253;Lab;Blue-Yellow;30,74;32,3;-42,07;77,06;22,01
1253;LCH;Lightness;35,88;33,1;0,51;99,98;27,33
1253;LCH;Chroma;34,51;38,53;0;80,08;23,29
1253;LCH;Hue;64,5;62,66;0,02;359,93;20,5
1254;RGB;Red;127;125;0;255;74,56
1254;RGB;Green;114,51;111;0;255;73,39
1254;RGB;Blue;41,18;33;0;201;36,21
1254;HSV;Hue;48,89;51,58;0;356;21,66
1254;HSV;Saturation;70,84;71,52;0;100;16,86
1254;HSV;Value;49,83;49,02;0;100;29,24
1254;Lab;Lightness;46,57;46,68;0;98,83;28,92
1254;Lab;Green-Red;-3,85;-4,49;-18,46;14,32;5,81
1254;Lab;Blue-Yellow;38,87;41,52;-2,94;81,09;20,02
1254;LCH;Lightness;46,57;46,68;0;98,83;28,92
1254;LCH;Chroma;39,4;41,98;0;81,78;20,2
1254;LCH;Hue;92,8;96,67;0;359,64;23,49
1255;RGB;Red;140,55;158;2;255;95,52
1255;RGB;Green;95,64;81;0;255;79,68
1255;RGB;Blue;50,5;34;0;225;42,9
1255;HSV;Hue;87,2;33,2;0;359;106,66
1255;HSV;Saturation;62,02;64,38;0;100;16,37
1255;HSV;Value;55,4;61,96;1,57;100;37,08
1255;Lab;Lightness;42,99;43,08;0,71;99,22;32,68
1255;Lab;Green-Red;13,53;14,46;-18,56;36,83;12,41
1255;Lab;Blue-Yellow;30,8;38,49;-8,81;75,62;23,04
1255;LCH;Lightness;42,99;43,08;0,71;99,22;32,68
1255;LCH;Chroma;36,11;45;0;78,09;22,65
1255;LCH;Hue;115,21;69,77;0,01;360;102,23
1256;RGB;Red;94,78;75;0;255;74,28
1256;RGB;Green;61,06;39;0;255;61,16
1256;RGB;Blue;22,93;7;0;255;35,32
1256;HSV;Hue;33,02;29,29;0;358,33;17,73
1256;HSV;Saturation;84,03;87,65;0;100;15,34
1256;HSV;Value;37,23;29,41;0;100;29,14
1256;Lab;Lightness;27,77;19,75;0;99,95;25,72
1256;Lab;Green-Red;10,77;12,28;-23,44;39,32;8,46
1256;Lab;Blue-Yellow;25,8;25,17;-55,83;80,63;17,99
1256;LCH;Lightness;27,77;19,75;0;99,95;25,72
1256;LCH;Chroma;28,74;29,06;0;81,63;18,73
1256;LCH;Hue;68,11;62,95;0;359,78;20,18
1257;RGB;Red;98,6;58;12;255;82,36
1257;RGB;Green;61,78;32;3;255;60,02
1257;RGB;Blue;24,14;10;0;255;26,37
1257;HSV;Hue;29,19;26,8;0;354,55;9,99
1257;HSV;Saturation;78;79,59;0;100;12,63
1257;HSV;Value;38,7;23,14;4,71;100;32,29
1257;Lab;Lightness;28,16;15,76;1,73;100;26,64
1257;Lab;Green-Red;11,77;9,01;-19,48;36,82;9,97
1257;Lab;Blue-Yellow;25,62;16,6;0;76,03;21,27
1257;LCH;Lightness;28,16;15,76;1,73;100;26,64
1257;LCH;Chroma;28,92;20,1;0;77,88;22,58
1257;LCH;Hue;62,17;59,45;12,28;158,2;14,83
1258;RGB;Red;129,85;136;2;255;58,27
1258;RGB;Green;79,86;79;2;201;41,4
1258;RGB;Blue;54,1;52;0;158;30,91
1258;HSV;Hue;20,81;20,19;0;351,43;16,82
1258;HSV;Saturation;60,11;58,79;0;100;10,52
1258;HSV;Value;50,92;53,33;0,78;100;22,85
1258;Lab;Lightness;38,34;39,66;0,55;84,71;18,9
1258;Lab;Green-Red;17,98;20,07;-0,71;27,81;5,82
1258;Lab;Blue-Yellow;23,27;25,47;-0,95;44,88;8,95
1258;LCH;Lightness;38,34;39,66;0,55;84,71;18,9
1258;LCH;Chroma;29,49;33,06;0;48,93;10,44
1258;LCH;Hue;52,6;51,71;0,47;359,64;16,95
1259;RGB;Red;127,19;86;25;255;87,76
1259;RGB;Green;80,79;42;0;255;73,34
1259;RGB;Blue;43,16;19;0;255;45,3
1259;HSV;Hue;24,5;21,18;0;359,03;10,77
1259;HSV;Saturation;70,61;73,91;0;100;13,69
1259;HSV;Value;49,89;33,73;9,8;100;34,44
1259;Lab;Lightness;37,16;22,88;3,66;100;30,21
1259;Lab;Green-Red;15,8;12,95;-17,61;45,84;11,89
1259;Lab;Blue-Yellow;28,17;21,91;-0,48;68,13;18,07
1259;LCH;Lightness;37,16;22,88;3,66;100;30,21
1259;LCH;Chroma;33,74;28,24;0;77,9;19,3
1259;LCH;Hue;56,44;51,75;16,22;290,21;16,94
1260;RGB;Red;124,52;123;0;255;45
1260;RGB;Green;130,11;129;0;255;51,75
1260;RGB;Blue;139,78;138;0;255;59,9
1260;HSV;Hue;179,27;211,11;0;358;81,87
1260;HSV;Saturation;19,67;17,8;0;100;11,44
1260;HSV;Value;57,05;56,47;0;100;21,48
1260;Lab;Lightness;53,59;53,87;0;100;20,13
1260;Lab;Green-Red;0,5;-0,46;-8,4;19,47;3,51
1260;Lab;Blue-Yellow;-5,47;-8,26;-32,29;29,37;8,7
1260;LCH;Lightness;53,59;53,87;0;100;20,13
1260;LCH;Chroma;9,77;9,69;0;32,74;4,76
1260;LCH;Hue;221,99;259,47;0;360;87,01
1261;RGB;Red;114,06;99;0;255;58,15
1261;RGB;Green;80,97;68;0;255;52
1261;RGB;Blue;58,65;48;0;255;44,06
1261;HSV;Hue;46,48;24;0;359,39;64,07
1261;HSV;Saturation;47,57;45,65;0;100;28,17
1261;HSV;Value;45,16;39,22;0;100;22,82
1261;Lab;Lightness;37,26;32,47;0;100;20,41
1261;Lab;Green-Red;11,68;7,48;-25,66;48,03;13,81
1261;Lab;Blue-Yellow;18,55;12,37;-48,11;92,21;17,52
1261;LCH;Lightness;37,26;32,47;0;100;20,41
1261;LCH;Chroma;23,99;15,26;0;94,99;20,06
1261;LCH;Hue;76,49;58,24;0;360;52,43
1262;RGB;Red;129,64;127;0;255;66,13
1262;RGB;Green;87,19;75;0;255;58,2
1262;RGB;Blue;24,59;16;0;255;26,34
1262;HSV;Hue;38,49;33,33;0;358,64;44,1
1262;HSV;Saturation;82,16;83,33;0;100;13,7
1262;HSV;Value;50,88;49,8;0;100;25,9
1262;Lab;Lightness;39,64;37,14;0;100;23,71
1262;Lab;Green-Red;12,22;13,4;-20,24;30,32;6,3
1262;Lab;Blue-Yellow;38,69;41,1;-36,34;87,4;20,06
1262;LCH;Lightness;39,64;37,14;0;100;23,71
1262;LCH;Chroma;41,6;44,59;0;88,3;18,92
1262;LCH;Hue;69,21;68,54;0;359,94;30,28
1263;RGB;Red;70,6;23;0;255;86,9
1263;RGB;Green;44,54;7;0;255;67,67
1263;RGB;Blue;16,64;3;0;254;32,9
1263;HSV;Hue;36,12;21,72;0;358,75;59,83
1263;HSV;Saturation;72,23;84,44;0;100;30,73
1263;HSV;Value;27,7;9,02;0;100;34,07
1263;Lab;Lightness;20,25;3,21;0;99,76;28,79
1263;Lab;Green-Red;8,13;3,38;-20,92;45,28;10,29
1263;Lab;Blue-Yellow;18,23;3,81;-2,56;80,35;23,02
1263;LCH;Lightness;20,25;3,21;0;99,76;28,79
1263;LCH;Chroma;21,01;6,17;0;81,03;24,35
1263;LCH;Hue;83,54;64,12;0;359,78;64,64
1264;RGB;Red;152,11;170;6;255;77,76
1264;RGB;Green;91,28;88;0;255;66,1
1264;RGB;Blue;58,6;47;0;226;53,36
1264;HSV;Hue;20,15;19,51;0;359,26;18,21
1264;HSV;Saturation;70,49;71,87;11,37;100;19,8
1264;HSV;Value;59,65;66,67;2,35;100;30,49
1264;Lab;Lightness;43,99;46,54;0,41;98,82;27,21
1264;Lab;Green-Red;21,46;25,83;-8,82;46,63;10,4
1264;Lab;Blue-Yellow;28,35;32,69;-45,59;54,35;12,77
1264;LCH;Lightness;43,99;46,54;0,41;98,82;27,21
1264;LCH;Chroma;36,18;42,2;1,36;58,46;15,05
1264;LCH;Hue;50,46;50,63;0,54;359,6;16,01
1265;RGB;Red;45,48;13;0;255;67,8
1265;RGB;Green;39,72;17;0;255;53,13
1265;RGB;Blue;41,91;23;0;255;45,57
1265;HSV;Hue;170,09;220;0;359,1;105,7
1265;HSV;Saturation;48,56;43,36;0;100;23,98
1265;HSV;Value;21,15;9,41;1,96;100;25,2
1265;Lab;Lightness;16,08;4,97;0,57;100;23,18
1265;Lab;Green-Red;3,37;1,41;-37,16;27,77;5,4
1265;Lab;Blue-Yellow;-0,02;-2,16;-33,12;30,08;8,23
1265;LCH;Lightness;16,08;4,97;0,57;100;23,18
1265;LCH;Chroma;8,08;5,92;0;40,54;6,55
1265;LCH;Hue;203,21;269,41;0,01;360;111,27
1266;RGB;Red;104,46;83;0;255;90,46
1266;RGB;Green;56,5;19;0;255;68,58
1266;RGB;Blue;15,2;3;0;255;26,67
1266;HSV;Hue;29,93;16,78;0;359,33;63,28
1266;HSV;Saturation;87,36;94,12;0;100;21,35
1266;HSV;Value;40,97;32,55;0;100;35,47
1266;Lab;Lightness;28,32;17,11;0;99,93;29,34
1266;Lab;Green-Red;16,46;18,12;-20,09;44,05;13,79
1266;Lab;Blue-Yellow;28,85;23,92;-3,45;89,26;26,52
1266;LCH;Lightness;28,32;17,11;0;99,93;29,34
1266;LCH;Chroma;34,98;36,57;0;90,65;27,81
1266;LCH;Hue;47,71;44,6;0;359,93;35,91
1267;RGB;Red;103,83;80;0;255;81,23
1267;RGB;Green;67,66;35;0;255;74,32
1267;RGB;Blue;26,58;11;0;255;41,37
1267;HSV;Hue;57,32;25,62;0;358,75;94,16
1267;HSV;Saturation;77,05;80,85;0;100;17,62
1267;HSV;Value;40,75;31,37;0;100;31,89
1267;Lab;Lightness;30,67;19,67;0;99,93;29,83
1267;Lab;Green-Red;11,69;14,86;-25,27;37,53;9,84
1267;Lab;Blue-Yellow;27,08;22,21;-9,19;89,03;23,26
1267;LCH;Lightness;30,67;19,67;0;99,93;29,83
1267;LCH;Chroma;31,62;29,24;0;91,3;22,53
1267;LCH;Hue;76,27;56,23;0;359,93;77,85
1268;RGB;Red;128,68;133;0;255;93,41
1268;RGB;Green;76,49;59;0;242;68,82
1268;RGB;Blue;18,34;7;0;154;22,81
1268;HSV;Hue;33,2;28,98;0;359,23;30,91
1268;HSV;Saturation;88,79;90,95;0;100;11,47
1268;HSV;Value;50,48;52,16;0;100;36,61
1268;Lab;Lightness;36,45;34,19;0;94,33;29,82
1268;Lab;Green-Red;16,73;19,65;-11,73;42,53;11,95
1268;Lab;Blue-Yellow;37;41,06;-17,99;82,33;27,07
1268;LCH;Lightness;36,45;34,19;0;94,33;29,82
1268;LCH;Chroma;41,74;50,16;0;82,77;27,97
1268;LCH;Hue;66,63;62,86;0;359,94;29,46
1269;RGB;Red;139,79;143;2;255;60,38
1269;RGB;Green;91;83;0;255;59,14
1269;RGB;Blue;53,68;40;0;255;52,06
1269;HSV;Hue;32,68;24,49;0;359;48,93
1269;HSV;Saturation;66,33;69,88;0;100;18,06
1269;HSV;Value;54,87;56,08;1,18;100;23,73
1269;Lab;Lightness;42,45;41,63;0,39;100;23,15
1269;Lab;Green-Red;16,79;18,83;-20,3;32,02;7,09
1269;Lab;Blue-Yellow;29,1;30,98;-52,74;72,32;13,62
1269;LCH;Lightness;42,45;41,63;0,39;100;23,15
1269;LCH;Chroma;34,45;37,1;0;72,41;13,34
1269;LCH;Hue;61,39;57,75;0,02;359,93;30,83
1270;RGB;Red;125,27;108;38;255;59,3
1270;RGB;Green;90,66;69;16;250;55,37
1270;RGB;Blue;59,08;39;4;244;38,82
1270;HSV;Hue;30,4;26,45;0;358,29;44,09
1270;HSV;Saturation;53,99;55,63;3,56;92,86;11,1
1270;HSV;Value;49,13;42,35;14,9;100;23,26
1270;Lab;Lightness;40,49;33,13;7,64;98,43;22,03
1270;Lab;Green-Red;10,66;11,33;-3,72;22,26;3,51
1270;Lab;Blue-Yellow;23,21;23,98;-3,61;57,54;11,8
1270;LCH;Lightness;40,49;33,13;7,64;98,43;22,03
1270;LCH;Chroma;26,5;26,73;2,9;57,61;10,09
1270;LCH;Hue;59,43;61,51;0,01;359,97;19,35
1271;RGB;Red;122,32;120;0;255;73,87
1271;RGB;Green;130,59;130;0;255;72,06
1271;RGB;Blue;138,74;140;0;255;72,73
1271;HSV;Hue;198,07;210;0;355;48,41
1271;HSV;Saturation;18,49;13,76;0;100;16,27
1271;HSV;Value;54,57;54,9;0;100;28,45
1271;Lab;Lightness;52,65;54,11;0;100;28,87
1271;Lab;Green-Red;-1,18;-0,94;-13,98;14,02;1,81
1271;Lab;Blue-Yellow;-5,48;-5,2;-32,85;21,74;4,97
1271;LCH;Lightness;52,65;54,11;0;100;28,87
1271;LCH;Chroma;6,28;5,78;0;34,97;4,47
1271;LCH;Hue;245,35;258,35;0;359,99;44,12
1272;RGB;Red;171,14;183;3;255;56,72
1272;RGB;Green;62,91;53;0;255;53,6
1272;RGB;Blue;2,81;1;0;197;7,62
1272;HSV;Hue;23,84;17,51;0;359,54;46,02
1272;HSV;Saturation;98,51;99,16;22,75;100;3,22
1272;HSV;Value;67,12;71,76;1,18;100;22,25
1272;Lab;Lightness;41,89;42,24;0,41;98,75;19,23
1272;Lab;Green-Red;40,33;43,19;-24,41;58,64;10,91
1272;Lab;Blue-Yellow;50,69;53,48;-2,56;88,57;17,94
1272;LCH;Lightness;41,89;42,24;0,41;98,75;19,23
1272;LCH;Chroma;66,38;73,45;0,28;89,14;15,18
1272;LCH;Hue;49,16;46,46;0,61;359,93;13,69
1273;RGB;Red;127,82;114;5;255;79,73
1273;RGB;Green;62,39;34;0;255;71,82
1273;RGB;Blue;4,65;3;0;255;11,36
1273;HSV;Hue;45,06;18,7;0;358,95;87,25
1273;HSV;Saturation;94,5;96,88;0;100;7,14
1273;HSV;Value;50,13;44,71;1,96;100;31,28
1273;Lab;Lightness;33,45;25,9;0,33;100;28,09
1273;Lab;Green-Red;24,09;27,25;-25,97;51,79;18,19
1273;Lab;Blue-Yellow;38,45;35,47;-10,87;94,48;27,93
1273;LCH;Lightness;33,45;25,9;0,33;100;28,09
1273;LCH;Chroma;49,07;48,85;0;96,99;27,61
1273;LCH;Hue;53,05;47,1;0,04;359,93;45,38
1274;RGB;Red;117,12;108;0;255;89,01
