#;R mean;G mean;B mean;H° mean;S% mean;V% mean;L mean;C mean;Color 1 HEX;Color 1%;Color 1 Name;Color 2 HEX;Color 2 %;Color 2 Name;Color 3 HEX;Color 3 %;Color 3 Name;Color 4 HEX;Color 4 %;Color 4 Name;Color 5 HEX;Color 5 %;Color 5 Name
1200;50,6;45;42,8;136,4;23,6;20,5;18,7;6,2;#252627;25,49;very dark grey;#1F171D;24,7;very dark red-violet;#2F231F;19,2;very dark red-orange;#3D3932;18,25;dark orange;#5C5446;9,25;dark orange
1201;103,3;119,1;113,7;113,2;32,1;50,2;48,2;13,8;#928E77;25,86;pale yellow-orange;#55899C;24,62;blue-cyan;#65624F;18,38;pale yellow-orange;#21281F;13,58;very dark green;#204858;8,85;dark blue-cyan
1202;133,6;125,1;113,2;57,6;23,8;52,8;51;9,2;#F6F5F3;21,28;white;#14100D;20,56;very dark red-orange;#807465;19,96;pale orange;#4C3C2D;17,1;dark red-orange;#BFB3A7;16,96;pale red-orange
1203;75,8;61,7;54,4;135,7;32,2;30,3;27;11,8;#3E3436;42,42;dark red;#625845;23,58;orange;#140E0D;19,43;very dark red;#672826;5,72;red;#BBB7A2;4,48;pale yellow-orange
1204;101,9;81,3;101,3;296,4;30,4;44,1;36,2;17,2;#2C1F26;42,07;very dark red-violet;#644251;21,59;red-violet;#ACABE5;11,5;light blue;#AF7C8C;10,76;red-violet;#826D9F;9,48;blue-violet
1205;104;103;90,6;81,2;27,6;42,7;41,7;9,3;#0F0F0A;28,17;very dark yellow;#7F7C73;19,87;pale orange;#3A3D2C;18,77;dark yellow;#BCAE9F;17,1;pale orange;#E8E8E4;11,86;very light grey
1206;103,5;98,5;104,9;174,8;32,2;45,3;41,2;11,8;#10102A;24,27;very dark blue;#6D6E77;20,91;pale blue;#A49A89;18,25;pale orange;#CECEC9;16,67;very light grey;#383741;13,69;dark blue
1207;84,2;86,6;82,9;121;27,4;38,8;35,8;13,3;#2B2929;36,44;very dark grey;#6B645E;15,75;pale red-orange;#3E3F2A;15,3;dark yellow;#5E80B3;13,4;blue-cyan;#BDB0A6;10,86;pale red-orange
1208;129,3;132,1;127,3;94,4;21;55,3;53,2;9,5;#F3F5EF;26,03;white;#484137;24,75;dark orange;#23292D;17,73;very dark blue-cyan;#6E6858;16,9;pale orange;#A3A28B;7,72;pale yellow-orange
1209;128,7;125,1;125;138,4;19,3;54,8;52,2;10,4;#9B918D;33,08;pale red-orange;#6E6766;26,47;grey;#CDC8C2;17,24;very light grey;#272C32;12,31;very dark blue-cyan;#3E486F;9,04;blue
1210;121,5;129,8;129,4;144,7;22,6;55,9;52,4;13,1;#B2D6FA;21,85;light blue-cyan;#838383;21,47;grey;#262522;20,64;very dark yellow-orange;#4F5045;18,77;dark yellow;#949B68;9,46;yellow
1211;97,3;106,6;134,8;195,6;36,6;55,6;44,9;24;#4464AC;22,01;blue-cyan;#58556D;20,92;pale blue;#B5B4D0;16,32;pale blue;#2D2C27;15,43;very dark yellow-orange;#728EC8;13,47;blue-cyan
1212;171,4;155,7;127;57,2;30,6;68,8;64,3;20,3;#E8DDBE;28,12;pale orange;#A19B8C;27,95;pale orange;#775F48;15,99;red-orange;#DFAC5C;15,24;orange;#382E23;10,44;dark orange
1213;138,8;136,3;134,6;142,6;11,4;55,7;55,6;4,8;#E4E4E4;30,62;very light grey;#505051;22,85;dark grey;#302924;19,34;very dark red-orange;#7B7A78;13,06;grey;#B6B7B7;10,61;light grey
1214;167,9;145,9;112,8;56,9;36,9;65,9;61,3;21,9;#C1A87D;35,93;orange;#A08559;22,87;orange;#73512C;15,68;orange;#D8D8D8;15,19;very light grey;#493723;7,08;dark orange
1215;134,3;140,8;140,4;131;22,1;60,4;57,8;12,4;#7493AD;26,17;blue-cyan;#929583;25,3;pale yellow;#959CA3;22,4;pale blue-cyan;#BCAC9F;11,7;pale red-orange;#6D5B3D;7,34;orange
1216;115,9;111,2;89,7;82,4;23,6;46,8;46;14,2;#555345;26,38;dark yellow-orange;#857F6C;22,88;pale yellow-orange;#2A2B2B;21,36;very dark grey;#C4BDA9;13,3;pale orange;#9B935F;11,58;yellow-orange
1217;146,9;136,6;131,3;94,4;19,3;58,8;56,6;8,6;#B1A99D;29,35;pale orange;#CED2D5;25,3;very light grey;#55403A;14,47;dark red;#84786F;14,38;pale red-orange;#2A1C18;13,62;very dark red
1218;116,6;107,2;107,1;158,1;16,2;46,5;44,6;6,7;#241E20;29,28;very dark red-violet;#B6B5B2;21,94;light grey;#574C4A;16,33;dark red;#8C847F;14,07;pale red-orange;#F6F8F9;9,69;white
1219;118,2;108,1;96,6;136,3;31,1;49,3;45,3;16;#272020;26,52;very dark red;#DDDBD3;20,27;very light grey;#7D3E41;16,62;red;#4E513F;16,19;dark yellow;#A39686;12,11;pale orange
1220;105,4;113,7;84,4;109,9;42,8;48,9;45,9;24,2;#29251B;23,42;very dark orange;#79A454;20,89;yellow-green;#415921;17,58;dark yellow-green;#BFC5CE;16,45;very light grey;#7A766B;15,76;pale orange
1221;118,9;94,6;80,4;48,9;35,8;46,6;40,7;14,8;#16120E;28,53;very dark orange;#DFC4AB;23,69;pale red-orange;#AC8D74;16,25;red-orange;#795E4C;14,54;red-orange;#3D291E;11,43;dark red-orange
1222;114,6;110,1;104,9;123;23,5;47,6;45,4;9,2;#1F2220;30,88;very dark blue-green;#D0CFCE;22,19;very light grey;#97928F;18,47;grey;#505456;15,39;dark grey;#6D4E3C;7,75;red-orange
1223;109;104,8;104,6;135,4;22,1;45;43,1;6,8;#171211;27,47;very dark red;#ACB1BA;25,15;light grey;#474646;14,6;dark grey;#847F77;11,85;pale orange;#DBDDDF;11,45;very light grey
1224;138,4;127,6;123,3;123,1;19,1;55,8;53,8;9,2;#BFC5C7;27,19;very light grey;#7B6F62;21,1;pale orange;#999A9A;18,35;light grey;#6E4D3E;16,76;red-orange;#473839;14,22;dark red
1225;115,6;110,5;104,6;91,9;22,5;47,3;46;8,6;#2E221B;21,86;very dark red-orange;#BBC3C9;20,14;very light grey;#514940;18,92;dark orange;#767268;16,79;pale orange;#9C9E9D;16,13;light grey
1226;137,4;118,8;117,4;182,9;25,4;54,8;50,6;12,4;#CCC4CA;28,5;very light grey;#9B9293;19,54;light grey;#2C2024;16,78;very dark red-violet;#4F1B1A;13,43;dark red;#B18C67;11,14;orange
1227;111,1;97;89,2;123,3;30,9;47,6;41,6;17;#2B2B2E;33,38;very dark grey;#6E584C;25,32;red-orange;#C2985E;15,28;orange;#496186;12,62;blue-cyan;#DEDAD2;9,62;very light grey
1228;142,1;111,7;100,3;74,2;38,4;58,5;50;22,8;#A5886F;22,84;red-orange;#724838;20,5;red-orange;#748096;17,01;pale blue-cyan;#C8BC9D;15,39;pale orange;#AB4234;14,53;red
1229;123,9;105,5;77,8;34,2;36,8;48,6;44,7;18,4;#060302;20,35;very dark red-orange;#CFB89E;19,11;pale orange;#AB9363;18,45;orange;#7A6538;17,51;orange;#99836A;13,59;orange
1230;125,5;128,9;121,2;99;10,2;51;52,4;5,8;#A0A49D;27,19;light grey;#7A7E75;20,66;grey;#52534B;17,62;dark yellow;#C5CBC7;16,96;very light grey;#21221F;16,05;very dark yellow-green
1231;104,5;75,8;40,2;32,2;62,5;41;33,9;26,4;#503016;32,07;dark red-orange;#2C1B10;19,9;very dark red-orange;#6D5839;16,19;orange;#8D5C21;13,29;orange;#A4987B;11,34;orange
1232;116,5;70,6;29,1;38,2;72,8;45,7;33,8;34,7;#46220D;23,69;dark red-orange;#723C16;21,71;red-orange;#0D0705;16,69;very dark red-orange;#A77B44;16,25;orange;#B5621D;11,84;vivid red-orange
1233;148,9;87,6;18,7;28,2;89,6;58,4;42,2;50,5;#331203;24,2;dark red-orange;#642B07;21,56;red-orange;#DF7C15;18,53;vivid orange;#9E4F0F;16,91;red-orange;#F6AD1F;10,56;vivid orange
1234;100,4;78,3;44,7;71,5;58,3;40,4;33,9;24,9;#1B1512;29,94;very dark red-orange;#55391B;26,95;dark orange;#8B632A;23,64;orange;#D5AE49;11,25;orange;#506473;4,74;blue-cyan
1235;124,3;51;5,5;22;96,2;48,7;30,7;48,8;#5E2202;32,78;dark red-orange;#7D3104;25,42;red-orange;#A94C09;16,7;vivid red-orange;#401201;14,61;dark red-orange;#E16B0E;10,06;vivid red-orange
1236;109,8;55,1;27,3;29,7;75;43,1;29;34,1;#753919;20,66;red-orange;#9F5025;19,04;red-orange;#4D220E;18,15;dark red-orange;#34170D;15,93;dark red-orange;#DF7A40;13,2;red-orange
1237;100;51,8;16,9;34,9;85;39,2;26,6;33,3;#110302;23,29;very dark red;#81410D;22,37;red-orange;#5C270B;16,07;dark red-orange;#320F05;15,72;very dark red;#B0651D;14,28;vivid red-orange
1238;114,8;56,2;18,6;27,7;84,7;45,1;30,1;39,5;#6D2C0F;24,92;red-orange;#431508;20,75;dark red;#9D4B18;20,68;red-orange;#1B0A07;17,34;very dark red;#D67B27;12,01;vivid red-orange
1239;77,7;42,9;18,9;29,3;82,2;30,5;20,8;24,4;#1B0804;34,16;very dark red;#3A1707;29,45;dark red-orange;#68310C;17,62;red-orange;#E4BC66;7,67;orange;#9E6125;7,13;red-orange
1240;68;48,6;29,1;43,3;72,6;26,7;21;14,9;#100702;44,7;very dark red-orange;#2A1808;15,9;very dark red-orange;#4D3215;12,4;dark orange;#7C5B34;10,98;orange;#AA885B;9,64;orange
1241;71,7;49,1;27,6;36,6;76,1;29,5;22;19,7;#170A05;37,12;very dark red-orange;#351E0B;23,72;dark red-orange;#613D1D;18,9;red-orange;#9A6A39;10,17;orange;#E7B86D;6,33;orange
1242;47,5;33,6;24,4;53,8;56,3;19,2;14,3;10,4;#100A07;51,43;very dark red-orange;#2D1E15;27,22;very dark red-orange;#583923;10,43;dark red-orange;#A06C42;5,18;red-orange;#54607C;3,12;blue-cyan
1243;84,1;48,1;22,1;35,3;81,8;33,1;23,3;25,4;#1C0B03;35,71;very dark red-orange;#45210A;30,81;dark red-orange;#78390B;15,49;red-orange;#9E9393;8,49;light grey;#C9680E;7,52;vivid red-orange
1244;89,7;64,9;30,3;113,1;65,4;35,3;28,1;25,2;#12090B;42,15;very dark red;#734911;19,94;orange;#44240D;14,06;dark red-orange;#AA7D26;11,46;vivid orange;#E9CA5D;8,57;yellow-orange
1245;99,5;40,2;4,3;29,2;95,7;39;23,8;39;#3D0E03;25,58;dark red;#682204;23,77;red-orange;#180201;23,19;very dark red;#A54307;14,95;red-orange;#DD7108;9,56;vivid red-orange
1246;135,7;76,3;32,7;24,4;77,4;53,2;37,9;40,6;#AC5F24;25,16;vivid red-orange;#7F4018;19,8;red-orange;#4C220E;17,98;dark red-orange;#E1893E;16,8;red-orange;#26110A;16,64;very dark red-orange
1247;143,8;78,4;6,8;28,4;96;56,4;39,5;52,3;#7F3A02;28,67;red-orange;#572302;25,89;dark red-orange;#F59609;14,56;vivid orange;#B95E04;11,8;vivid red-orange;#2E0E01;10,26;very dark red-orange
1248;109,3;99,1;39,2;61,1;73,9;43,6;40;32,2;#0F0E05;24,68;very dark yellow-orange;#402E09;22,82;dark orange;#705A13;19,3;yellow-orange;#A69420;13,37;vivid yellow-orange;#E5E551;11,77;yellow
1249;125,4;79,1;9,5;31,7;93;49,2;36,5;44,2;#261002;28,3;very dark red-orange;#502704;19,76;dark red-orange;#814607;16,97;orange;#BB6F0A;15,37;vivid orange;#EEA00C;11,55;vivid orange
1250;40,9;35,6;32,3;83,9;38,8;16,7;14,1;5;#130C09;55,29;very dark red-orange;#27221B;20,71;very dark orange;#4B4A48;10,14;dark grey;#282730;6,94;very dark blue;#847E75;4,55;pale orange
1251;148,8;106,7;81,9;37;50,7;58,5;48;26,7;#7B4932;28,47;red-orange;#45261E;23,16;dark red;#AD784E;21,78;red-orange;#CA9C90;9,89;red;#E2B97B;8,91;orange
1252;73,7;33,9;6,2;21,8;94;28,9;18;26,5;#100500;46,44;very dark red-orange;#300C01;17,3;very dark red;#581B04;11,81;dark red-orange;#8E3301;10,88;red-orange;#D7740B;7,16;vivid orange
1253;123,1;77,5;32,5;30,8;74,2;48,3;35,9;34,5;#170D06;28,97;very dark red-orange;#E39037;18,01;vivid orange;#AC6528;16,37;vivid red-orange;#713C16;13,9;red-orange;#3C2514;13,63;dark red-orange
1254;127;114,5;41,2;48,9;70,8;49,8;46,6;39,4;#B7AA3B;19,86;yellow-orange;#E4D75E;19,39;yellow-orange;#605015;16,95;dark yellow-orange;#0F0A03;15,57;very dark orange;#3C2C09;14,64;dark orange
1255;140,6;95,6;50,5;87,2;62;55,4;43;36,1;#0C070B;27,89;very dark violet;#F1B45A;18,49;orange;#934921;15,23;red-orange;#CF7B31;14,36;vivid red-orange;#542216;12,02;dark red
1256;94,8;61,1;22,9;33;84;37,2;27,8;28,7;#160C02;29,87;very dark orange;#673710;22,88;red-orange;#3B1E04;22,53;dark red-orange;#A5682B;10,96;red-orange;#EAA641;8,59;orange
1257;98,6;61,8;24,1;29,2;78;38,7;28,2;28,9;#1D0F05;40,6;very dark red-orange;#3C2511;17,96;dark red-orange;#683611;12,5;red-orange;#ED943B;11,82;vivid orange;#AE6325;10,72;vivid red-orange
1258;129,8;79,9;54,1;20,8;60,1;50,9;38,3;29,5;#B06E4C;22,34;red-orange;#8E5437;19,49;red-orange;#683A26;19,34;red-orange;#D59268;13,87;red-orange;#442416;13,37;dark red-orange
1259;127,2;80,8;43,2;24,5;70,6;49,9;37,2;33,7;#2C160B;37,48;very dark red-orange;#502814;18,84;dark red-orange;#EA843F;13,17;red-orange;#FCBC64;11,66;orange;#90441D;11,52;red-orange
1260;124,5;130,1;139,8;179,3;19,7;57;53,6;9,8;#616974;29,73;pale blue-cyan;#909FB1;26,31;pale blue-cyan;#B8C6D8;19,99;pale blue-cyan;#302827;10,49;very dark red;#5A493E;8,96;dark red-orange
1261;114,1;81;58,6;46,5;47,6;45,2;37,3;24;#574A3E;29,65;dark red-orange;#35221B;23,05;dark red-orange;#722C17;15,5;red;#BC6835;14,97;red-orange;#9A9B92;13,06;light grey
1262;129,6;87,2;24,6;38,5;82,2;50,9;39,6;41,6;#44240D;19,75;dark red-orange;#6C3D0B;19,74;orange;#9C6516;19,73;orange;#C79025;19,38;vivid orange;#1F0F0A;12,6;very dark red
1263;70,6;44,5;16,6;36,1;72,2;27,7;20,2;21;#090301;56,37;very dark red-orange;#331104;11,53;dark red-orange;#AB6317;9,75;vivid orange;#EA9F39;9,08;vivid orange;#652D0A;7,95;red-orange
1264;152,1;91,3;58,6;20,1;70,5;59,6;44;36,2;#BC6A3F;26,34;red-orange;#8B3E1A;19,66;red-orange;#E89E72;17,8;red-orange;#150401;16,21;very dark red;#491706;11,13;dark red-orange
1265;45,5;39,7;41,9;170,1;48,6;21,1;16,1;8,1;#090C13;64,1;very dark blue-cyan;#2B201F;13,19;very dark red;#E6BFAD;7,65;pale red-orange;#533B32;7,14;dark red-orange;#A87C6B;5,89;red-orange
1266;104,5;56,5;15,2;29,9;87,4;41;28,3;35;#0C0100;37,91;very dark red;#B75E12;15,05;vivid red-orange;#E79727;13,9;vivid orange;#792906;13,83;red-orange;#3C0C02;13,18;dark red
1267;103,8;67,7;26,6;57,3;77;40,8;30,7;31,6;#160706;31,88;very dark red;#431B0A;23,9;dark red-orange;#794211;17,75;red-orange;#C48121;12,8;vivid orange;#F4D34B;9,94;yellow-orange
1268;128,7;76,5;18,3;33,2;88,8;50,5;36,5;41,7;#0D0501;28,9;very dark red-orange;#E89221;17,81;vivid orange;#B56112;15,78;vivid red-orange;#793308;12,87;red-orange;#FAC33B;12,34;vivid orange
1269;139,8;91;53,7;32,7;66,3;54,9;42,5;34,5;#90542C;33,16;red-orange;#BE7E40;23,54;red-orange;#592D17;22,47;dark red-orange;#29120C;12,01;very dark red;#FCFCED;5,04;white
1270;125,3;90,7;59,1;30,4;54;49,1;40,5;26,5;#422822;29,77;dark red;#563621;18,96;dark red-orange;#7E532D;17,49;red-orange;#CCA466;12,84;orange;#A37942;12,49;orange
1271;122,3;130,6;138,7;198,1;18,5;54,6;52,6;6,3;#666F79;21,34;pale blue-cyan;#8F97A2;20,77;pale blue-cyan;#121B1E;17,18;very dark blue-cyan;#E9EBEE;17,16;white;#303A44;12,03;dark blue-cyan
1272;171,1;62,9;2,8;23,8;98,5;67,1;41,9;66,4;#C44502;25,84;vivid red-orange;#6A0801;21,13;red;#971B01;20,11;red;#E37803;19,02;vivid orange;#F8A809;8,67;vivid orange
1273;127,8;62,4;4,7;45,1;94,5;50,1;33,5;49,1;#4D1304;24,59;dark red;#200604;23,12;very dark red;#8D2F03;21,1;red-orange;#D55F03;18,74;vivid red-orange;#FEF904;8,3;vivid yellow-orange
1274;117,1;107,3;91,6;107,6;39,4;48,2;44;15,3;#0D0D19;28,1;very dark blue;#483C35;20,12;dark red-orange;#CBB683;17,55;orange;#8A7556;16,77;orange;#F5EDD3;16,12;pale yellow-orange
1275;112,2;105,5;95,8;49,8;19,4;44,2;43,8;7;#999085;22,01;pale orange;#6F665D;21,69;pale orange;#463F36;18,6;dark orange;#17130F;18,31;very dark orange;#C3BDB2;18,04;pale orange
1276;146,8;134,9;125,1;92,2;27;59,6;56;11,8;#CDD5DB;31,56;very light grey;#9B7B62;18,32;red-orange;#715844;15,65;red-orange;#B3A391;14,96;pale orange;#433427;10,32;dark red-orange
1277;124,3;104,9;81,9;36,8;33,7;48,8;45,1;16,8;#5D574A;22,71;dark orange;#8E7E67;21,88;orange;#393126;16,79;dark orange;#6C4D33;16,31;red-orange;#BD8F60;12,22;orange
1278;119;128,2;141;181,8;33;57;51,8;10,3;#8E9FB2;26,23;pale blue-cyan;#120707;23,94;very dark red;#A4B5C9;20,92;pale blue-cyan;#B4C8DD;20,77;pale blue-cyan;#3D4145;5,96;dark blue-cyan
1279;127,1;126,9;124,6;120,1;22,8;52,9;51,6;7,9;#626166;26,92;grey;#272015;21,4;very dark orange;#EFEEEA;17,5;white;#919188;16,08;grey;#BAC9E1;12,53;pale blue-cyan
1280;131,9;109,3;91,2;48,1;37,9;52,3;47,2;18,1;#775A3A;18,92;orange;#3C2B21;18,81;dark red-orange;#79736C;17,55;pale orange;#DDDBCB;15,52;pale yellow-orange;#B39D80;14,71;orange
1281;150,7;133;114,2;50,3;26,5;59,3;56;14,3;#B8B3A6;36,37;pale orange;#B69A83;22,19;red-orange;#825E41;17,44;red-orange;#1D1913;11,36;very dark orange;#615F57;8,63;pale yellow-orange
1282;107;99,7;95;107,1;25,3;43,8;42,1;8,9;#747476;30;grey;#9C9EA3;19,97;light grey;#1E1711;15,92;very dark red-orange;#57524E;15,63;dark red-orange;#5A3517;14,29;dark red-orange
1283;88,6;78,8;75,6;125,7;23,8;35,1;32,9;6,8;#1D1616;34,39;very dark red;#3F3936;19,66;dark red-orange;#6C6057;17,49;pale red-orange;#9F978F;13,66;pale orange;#EAE9E4;8,64;very light grey
1284;97,8;87,4;84,1;110,5;31,7;39,5;36,5;9;#18110D;29,34;very dark red-orange;#8E8B81;20,35;pale yellow-orange;#51443B;16,31;dark red-orange;#F5F7F5;13,6;white;#440E12;12,42;dark red
1285;107,7;105,5;102,6;106,8;17,6;44,2;43,3;6;#1F1917;23,03;very dark red-orange;#7D7870;19,6;pale orange;#9DA3A9;17,21;light grey;#625B51;17,14;pale orange;#3D3731;12,72;dark orange
1286;115;98,1;90,7;104,8;27,9;45,4;41,9;11,6;#807362;26,46;pale orange;#171415;21;very dark red-violet;#45372C;18,62;dark red-orange;#B9B1A9;17,09;pale orange;#892931;9,36;red
1287;125,5;116,8;98,3;42,3;33,5;50,1;47,7;13,4;#271E13;24,38;very dark orange;#493C28;21,26;dark orange;#FBFAF6;19,41;white;#75694C;17,76;orange;#B1A088;12,22;pale orange
1288;121,3;115,5;110,5;117;29,6;50;47,6;9,7;#D5DCDD;22,74;very light grey;#1D140E;19,09;very dark red-orange;#4D483B;17,44;dark orange;#ABB3B8;16,2;light grey;#4F251D;12,49;dark red
1289;105,8;108,5;106,4;89,3;21,9;46,3;44,2;8,5;#3E3935;21,93;dark red-orange;#1F1714;20,83;very dark red-orange;#B9B7B2;18,41;light grey;#6D6351;15,26;orange;#9EDEFC;11,98;light blue-cyan
1290;90,2;68,2;75,2;145,7;55,8;42,3;31,4;30,9;#2E1E53;47,89;dark blue-violet;#7B5F3F;18,69;orange;#95774D;14,4;orange;#5B432A;8,74;dark orange;#B69A5E;7,32;orange
1291;127,2;119,8;115,9;107,9;21,8;51,3;49,5;8,6;#473A29;27,2;dark orange;#5F5855;21,01;dark red-orange;#F4F2F7;20,4;white;#8D8173;11,42;pale orange;#A6A4B0;11,27;light grey
1292;104,8;96,8;50,6;64,4;53,6;41,9;39,8;27,3;#4C481F;24,14;dark yellow-orange;#756831;21,82;yellow-orange;#A5924E;17,27;yellow-orange;#242B14;15,04;very dark yellow-green;#DECD81;11,13;light yellow-orange
1293;102,3;157,3;101,4;118;38,3;61,7;59,5;38;#568F55;23,78;green;#7FC183;22,44;green;#416839;16,96;green;#96D699;15,29;light green;#6BA76A;14,3;green
1294;101;128,9;118;131,7;30;51,5;50,9;14,8;#6CAEA1;29,91;cyan;#898C7B;17,82;pale yellow;#1D2B27;17,3;very dark blue-green;#535446;12,75;dark yellow;#406869;12,06;cyan
1295;73,5;72,4;61,8;109,3;32,8;30,4;29,1;8,5;#0D1212;44,25;very dark cyan;#39362A;14,12;dark yellow-orange;#9F957C;13,77;pale orange;#6F7164;10,83;pale yellow;#63563D;9,25;orange
1296;96,1;131,2;104;123,6;34;51,8;51,2;22,3;#499878;29,2;blue-green;#6A7E60;20,82;pale yellow-green;#425739;18,38;dark yellow-green;#95AF91;12,87;pale green;#2C322E;11,77;very dark blue-green
1297;129,8;153,5;106,7;92,7;40,8;61,8;59,9;30,1;#7EBB8D;23,18;green;#9BD7AD;20,44;light blue-green;#958D51;17,82;yellow-orange;#5F5B30;16,47;dark yellow-orange;#252812;12,41;very dark yellow
1298;120,6;113,6;93,9;53;32,3;47,5;46,3;12,8;#EBE9DB;24,05;very light grey;#3D3523;22,07;dark orange;#5F5236;17,4;dark orange;#1D1B10;15,68;very dark yellow-orange;#918D7E;11,69;pale yellow-orange
1299;73,9;140,2;121,7;150,6;51;55;53,3;26,3;#267160;28,45;cyan;#46A08E;27,12;cyan;#74CDC4;17,85;cyan;#273926;12,2;dark green;#657556;9,68;yellow-green
1300;57,3;123,8;114,2;166,8;58,9;49,2;47,7;24,3;#428A81;46,9;cyan;#1F6C65;36,95;cyan;#8AB0A8;7,21;pale cyan;#135130;3,77;dark blue-green;#1C2F29;2,7;very dark blue-green
1301;117,5;129,1;109,2;111,5;26,8;52,5;51,5;15,3;#9EC8A6;22,27;pale green;#162226;21,85;very dark blue-cyan;#A19677;18,36;orange;#707A65;18,11;pale yellow-green;#54554A;10,74;dark yellow
1302;139,9;140,4;107,7;61,7;35,1;56,1;56,5;19,2;#80864E;30,17;yellow;#979A79;18,62;pale yellow;#2A230D;14,77;very dark yellow-orange;#D2D1C7;14,72;very light grey;#565122;11,46;dark yellow-orange
1303;87,8;105,1;80,5;116,5;30,6;41,9;41,5;17,5;#394430;24,59;dark yellow-green;#3B6748;23,58;blue-green;#1A1815;18,2;very dark orange;#CBCFB5;15,86;pale yellow;#899371;15,86;pale yellow-green
1304;80,6;88,4;89,3;158,6;24,4;36,5;35,8;6,3;#23323A;26,88;dark blue-cyan;#152024;22,18;very dark blue-cyan;#727776;14,91;grey;#4C5353;14,3;dark cyan;#9C9D95;13,57;light grey
1305;115,8;112,1;114,5;142,2;23,1;49,2;46,1;9;#D9E0E3;30,2;very light grey;#24201B;28,69;very dark orange;#5E524A;12,98;dark red-orange;#81868C;12,92;grey;#253752;8,77;dark blue-cyan
1306;116,6;117,5;118,2;126;10,2;48,4;48,8;4,3;#868B8F;26,79;grey;#656A70;23,87;pale blue-cyan;#ACADAD;15,33;light grey;#474747;14,21;dark grey;#938677;12,15;pale orange
1307;104,3;131,4;158,1;191;40,2;63,6;53,3;20,3;#78AEDE;22,34;blue-cyan;#233D59;22,18;dark blue-cyan;#A8BBCD;21,23;pale blue-cyan;#48729B;16,69;blue-cyan;#606063;10,46;dark grey
1308;113,2;116;123;161,4;34,6;55,2;48,3;16,4;#96B0C5;30,72;pale blue-cyan;#2F3E54;21,85;dark blue-cyan;#62717D;17,52;pale blue-cyan;#845742;11,7;red-orange;#D5A379;9,34;light red-orange
1309;125;132,2;140;203,3;12,6;55,1;53,9;5,7;#BBC3CD;38,6;pale blue-cyan;#3A3E42;16,44;dark blue-cyan;#6B717A;14,41;pale blue-cyan;#51575F;13,72;dark blue-cyan;#808C9A;11,79;pale blue-cyan
1310;112,9;118;111,3;133,2;19,6;47,5;47,6;7,6;#D0D3D6;25,9;very light grey;#3B402E;24,38;dark yellow-green;#60655A;22,7;pale yellow-green;#161C13;14,21;very dark yellow-green;#A3A9AA;11,56;light grey
1311;150;149,3;143,9;100,8;11,8;60,7;61;5,9;#A29E94;32,21;pale orange;#C5C9CB;31,66;very light grey;#747570;12,82;grey;#4A4C48;11,32;dark grey;#202220;7,99;very dark grey
1312;114,3;120,5;119,1;139,9;26,4;53;49,1;14,9;#42522F;23,27;dark yellow-green;#352F30;20,22;dark red;#ABCDFB;18,2;light blue-cyan;#A29A8E;16,48;pale orange;#675F5D;16,26;pale red
1313;112,4;118,5;106,6;110,6;46,4;55,1;48,8;25,6;#8B7F44;26,73;yellow-orange;#5A5221;19,12;dark yellow-orange;#6088BE;15,68;blue-cyan;#97BDE5;15,06;light blue-cyan;#20201B;11,84;very dark yellow
1314;91;94,2;95,4;124,8;35,6;41,8;37,9;11,3;#18160E;29,55;very dark yellow-orange;#343223;24,77;dark yellow-orange;#EFEEF1;13,57;white;#8EA5CD;13,42;blue-cyan;#45596D;12,04;blue-cyan
1315;62,9;55,8;25,2;59,6;58;25,2;22,9;19,7;#15170F;32,26;very dark yellow-green;#313211;31,68;very dark yellow;#584A1D;28,02;dark yellow-orange;#AF6C3E;5,25;red-orange;#EAC946;1,63;yellow-orange
1316;78,6;108,9;135,3;177,2;50,9;54,9;44;21,8;#44668A;20,78;blue-cyan;#649ADD;20,59;blue-cyan;#11393F;18,5;dark cyan;#90B7D9;16,4;light blue-cyan;#1B1916;13,87;very dark orange
1317;137,8;136,7;131,4;153,2;16,6;55,3;56,1;6,3;#C2C2C4;34,21;light grey;#A3A3A6;17,69;light grey;#7B7E83;17,63;grey;#45411B;16,41;dark yellow-orange;#5A544D;7,59;dark orange
1318;75,2;76,8;79,2;151,9;26,3;32,6;31;5,2;#10100B;40,47;very dark yellow;#606775;19,89;pale blue-cyan;#282A30;13,48;very dark blue;#878993;12,2;pale blue;#B3B1B1;9,2;light grey
1319;114,1;119,8;105,6;103,3;27,8;48,5;48,3;12,3;#CCD7E1;23,6;pale blue-cyan;#91948E;19,65;grey;#4D5C2E;19,25;dark yellow-green;#3B3A25;15,51;dark yellow-orange;#1C1C10;12,3;very dark yellow
1320;131,4;142,7;155,9;134,9;28,3;64,9;58,2;14,9;#B7AB9E;26,11;pale orange;#749ED3;21,28;blue-cyan;#57718D;16,83;blue-cyan;#25323D;16,46;dark blue-cyan;#D9D5D2;15;very light grey
1321;116,3;110,1;103,1;112,8;22,6;47,1;45,1;8,8;#DAD7D4;29,44;very light grey;#554F51;21,54;dark grey;#2F2F20;19,18;very dark yellow;#141311;16,44;very dark orange;#998B81;8,53;pale red-orange
1322;128,3;133,4;138,6;216,8;10,9;54,4;54,4;4,5;#C9C8CF;41,06;very light grey;#6F7578;15,23;grey;#555D60;13,99;dark blue-cyan;#3C4648;12,54;dark cyan;#243030;11,13;very dark cyan
